payment_id,order_id,invoice_reference,payment_date,amount,currency,method,status,customer_name,description
pay_000467,order_0100468,INV 0459,2026-08-02,1362700,INR,upi,captured,Vertex Components,Payment for Vertex Components
pay_000468,order_0100469,INV-0460,2026-09-09,11459,INR,card,captured,Vijay Traders,Payment for Vijay Traders
pay_000469,order_0100470,INV 0460,2026-09-27,20941,INR,netbanking,captured,Vijay Traders,Payment for Vijay Traders
pay_000470,order_0100471,INV-0461,2026-08-20,699800,INR,netbanking,captured,UrbanNest Interiors,Payment for UrbanNest Interiors
pay_000471,order_0100472,INV-0462,2026-08-31,196500,INR,netbanking,captured,Orion Manufacturing,Payment for Orion Manufacturing
pay_000472,order_0100473,INV 0463,2026-09-01,69200,INR,card,captured,Vertex Components,Payment for Vertex Components
pay_000473,order_0100474,INV 0464,2026-08-16,89700,INR,upi,captured,UrbanNest Interiors,Payment for UrbanNest Interiors
pay_000474,order_0100475,INV-0465,2026-08-23,356900,INR,card,captured,Northstar Foods,Payment for Northstar Foods
pay_000475,order_0100476,INV 0466,2026-08-30,180322,INR,card,captured,Brightline Logistics,Payment for Brightline Logistics
pay_000476,order_0100477,,2026-09-08,147478,INR,upi,captured,Brightline Logistics,Payment for Brightline Logistics
pay_000477,order_0100478,INV-0467,2026-08-05,33900,INR,card,captured,Metro Office Systems,Payment for Metro Office Systems
pay_000478,order_0100479,INV-0468,2026-08-25,245790,INR,card,captured,Nova Technologies,Payment for Nova Technologies
pay_000479,order_0100480,INV-0468,2026-08-25,173510,INR,upi,captured,Nova Technologies,Payment for Nova Technologies
pay_000480,order_0100481,INV-0469,2026-08-12,2091100,INR,card,captured,Vertex Components,Payment for Vertex Components
pay_000481,order_0100482,INV-0470,2026-08-20,33800,INR,netbanking,captured,BluePeak Consulting,Payment for BluePeak Consulting
pay_000482,order_0100483,INV-0471,2026-08-07,294600,INR,netbanking,captured,Vertex Components,Payment for Vertex Components
pay_000483,order_0100484,INV-0473,2026-08-05,438200,INR,netbanking,captured,Vijay Traders,Payment for Vijay Traders
pay_000484,order_0100485,INV-0474,2026-08-13,1834200,INR,netbanking,captured,Apex Digital Services,Payment for Apex Digital Services
pay_000485,order_0100486,0475,2026-08-10,165100,INR,card,captured,SilverOak Education,Payment for SilverOak Education
pay_000486,order_0100487,INV-0476,2026-07-19,22400,INR,card,captured,Orion Manufacturing,Payment for Orion Manufacturing
pay_000487,order_0100488,0477,2026-08-10,2021100,INR,card,captured,Sunrise Health,Payment for Sunrise Health
pay_000488,order_0100489,INV-0478,2026-09-01,2446500,INR,netbanking,captured,Northstar Foods,Payment for Northstar Foods
pay_000489,order_0100490,INV 0479,2026-09-01,26800,INR,netbanking,captured,SilverOak Education,Payment for SilverOak Education
pay_000490,order_0100491,0480,2026-07-14,79900,INR,upi,captured,Orion Manufacturing,Payment for Orion Manufacturing
pay_000491,order_0100492,INV-0481,2026-08-13,34600,INR,upi,captured,Kaveri Textiles,Payment for Kaveri Textiles
pay_000492,order_0100493,INV 0482,2026-08-18,103400,INR,card,captured,Nova Technologies,Payment for Nova Technologies
pay_000493,order_0100494,INV-0483,2026-09-06,1642600,INR,netbanking,captured,BluePeak Consulting,Payment for BluePeak Consulting
pay_000494,order_0100495,INV-0484,2026-08-30,103000,INR,card,captured,Sunrise Health,Payment for Sunrise Health
pay_000495,order_0100496,INV-0485,2026-08-13,25600,INR,netbanking,captured,Apex Digital Services,Payment for Apex Digital Services
pay_000496,order_0100497,INV-0486,2026-08-11,53300,INR,card,captured,BluePeak Consulting,Payment for BluePeak Consulting
pay_000497,order_0100498,INV-0487,2026-08-04,60600,INR,upi,captured,UrbanNest Interiors,Payment for UrbanNest Interiors
pay_000498,order_0100499,INV-0488,2026-08-14,1825700,INR,card,captured,Kaveri Textiles,Payment for Kaveri Textiles
pay_000499,order_0100500,INV 0489,2026-08-31,767689,INR,netbanking,captured,Apex Digital Services,Payment for Apex Digital Services
pay_000500,order_0100501,INV-0489,2026-08-20,460911,INR,netbanking,captured,Apex Digital Services,Payment for Apex Digital Services
pay_000501,order_0100502,INV 0490,2026-08-27,83000,INR,card,captured,Kaveri Textiles,Payment for Kaveri Textiles
pay_000502,order_0100503,,2026-08-05,473800,INR,upi,captured,Sunrise Health,Payment for Sunrise Health
pay_000503,order_0100504,INV-0492,2026-08-02,422800,INR,netbanking,captured,Vijay Traders,Payment for Vijay Traders
pay_000504,order_0100505,INV-0493,2026-08-17,30000,INR,netbanking,captured,BluePeak Consulting,Payment for BluePeak Consulting
pay_000505,order_0100506,INV-0494,2026-08-14,10245,INR,upi,captured,Vijay Traders,Payment for Vijay Traders
pay_000506,order_0100507,0494,2026-08-13,17455,INR,netbanking,captured,Vijay Traders,Payment for Vijay Traders
pay_000507,order_0100508,INV-0495,2026-07-15,60900,INR,card,captured,Nova Technologies,Payment for Nova Technologies
pay_000508,order_0100509,INV 0496,2026-07-16,358400,INR,card,captured,Brightline Logistics,Payment for Brightline Logistics
pay_000509,order_0100510,INV-0497,2026-08-19,78900,INR,card,captured,Acme Retail Pvt Ltd,Payment for Acme Retail Pvt Ltd
pay_000510,order_0100511,INV 0498,2026-09-04,1907000,INR,card,captured,UrbanNest Interiors,Payment for UrbanNest Interiors
pay_000511,order_0100512,INV-0499,2026-08-04,7841,INR,upi,captured,Sunrise Health,Payment for Sunrise Health
pay_000512,order_0100513,INV 0499,2026-08-06,11059,INR,upi,captured,Sunrise Health,Payment for Sunrise Health
pay_000513,order_0100514,INV-0500,2026-09-07,74600,INR,card,captured,UrbanNest Interiors,Payment for UrbanNest Interiors
pay_000514,order_0100515,INV-0302,2026-08-06,241000,INR,card,captured,Orion Manufacturing,Possible duplicate payment for Orion Manufacturing
pay_000515,order_0100516,INV-0091,2026-08-22,107000,INR,netbanking,captured,Kaveri Textiles,Possible duplicate payment for Kaveri Textiles
pay_000516,order_0100517,INV-0114,2026-08-28,2277900,INR,upi,captured,Northstar Foods,Possible duplicate payment for Northstar Foods
pay_000517,order_0100518,INV-0199,2026-08-03,929400,INR,card,captured,Northstar Foods,Possible duplicate payment for Northstar Foods
pay_000518,order_0100519,INV-0291,2026-07-29,726100,INR,netbanking,captured,Acme Retail Pvt Ltd,Possible duplicate payment for Acme Retail Pvt Ltd
pay_000519,order_0100520,INV-0438,2026-08-16,177100,INR,upi,captured,GreenLeaf Distributors,Possible duplicate payment for GreenLeaf Distributors
pay_000520,order_0100521,INV-0318,2026-07-20,2083300,INR,card,captured,Acme Retail Pvt Ltd,Possible duplicate payment for Acme Retail Pvt Ltd
pay_000521,order_0100522,INV-0182,2026-07-06,179400,INR,upi,captured,Nova Technologies,Possible duplicate payment for Nova Technologies
pay_000522,order_0100523,INV-0461,2026-08-13,699800,INR,netbanking,captured,UrbanNest Interiors,Possible duplicate payment for UrbanNest Interiors
pay_000523,order_0100524,INV-0191,2026-07-08,62400,INR,upi,captured,Nova Technologies,Possible duplicate payment for Nova Technologies
pay_000524,order_0100525,INV-0086,2026-08-14,438200,INR,card,captured,Vertex Components,Possible duplicate payment for Vertex Components
pay_000525,order_0100526,INV-0457,2026-07-18,34300,INR,card,captured,Acme Retail Pvt Ltd,Possible duplicate payment for Acme Retail Pvt Ltd
pay_000526,order_0100527,INV-0062,2026-08-21,216200,INR,upi,captured,UrbanNest Interiors,Possible duplicate payment for UrbanNest Interiors
pay_000527,order_0100528,INV-0487,2026-07-21,60600,INR,card,captured,UrbanNest Interiors,Possible duplicate payment for UrbanNest Interiors
pay_000528,order_0100529,INV-0314,2026-07-25,486400,INR,card,captured,SilverOak Education,Possible duplicate payment for SilverOak Education
pay_000529,order_0100530,INV-0404,2026-08-25,468500,INR,netbanking,captured,Nova Technologies,Possible duplicate payment for Nova Technologies
pay_000530,order_0100531,INV-0080,2026-07-16,24500,INR,card,captured,Apex Digital Services,Possible duplicate payment for Apex Digital Services
pay_000531,order_0100532,INV-0124,2026-07-16,32600,INR,upi,captured,SilverOak Education,Possible duplicate payment for SilverOak Education
