entity_id,type,debit,credit,amount,currency,fee,tax,on_hold,settled,created_at,settled_at,settlement_id,posted_at,credit_type,description,payment_id,settlement_utr,order_id,order_receipt,method,card_network,card_issuer,card_type,dispute_id
pay_000427,payment,0,1926535,1973100,INR,39462,7103,False,True,2026-07-26,2026-09-16,setl_000041,,default,Payment for Vijay Traders,pay_000427,UTR20260000000042,order_0100428,,card,MasterCard,SBIN,credit,
pay_000444,payment,0,23434,24000,INR,480,86,False,True,2026-08-06,2026-09-16,setl_000041,,default,Payment for SilverOak Education,pay_000444,UTR20260000000042,order_0100445,,netbanking,,,,
pay_000093,payment,0,449632,460500,INR,9210,1658,False,True,2026-09-14,2026-09-16,setl_000041,,default,Payment for GreenLeaf Distributors,pay_000093,UTR20260000000042,order_0100094,,netbanking,,,,
pay_000218,payment,0,25199,25500,INR,255,46,False,True,2026-08-01,2026-09-16,setl_000041,,default,Payment for UrbanNest Interiors,pay_000218,UTR20260000000042,order_0100219,,upi,,,,
pay_000467,payment,0,1346620,1362700,INR,13627,2453,False,True,2026-08-02,2026-09-16,setl_000041,,default,Payment for Vertex Components,pay_000467,UTR20260000000042,order_0100468,,upi,,,,
pay_000213,payment,0,19235,19700,INR,394,71,False,True,2026-07-17,2026-09-16,setl_000041,,default,Payment for Kaveri Textiles,pay_000213,UTR20260000000042,order_0100214,,netbanking,,,,
pay_000071,payment,0,61025,62500,INR,1250,225,False,True,2026-08-14,2026-09-16,setl_000041,,default,Payment for Metro Office Systems,pay_000071,UTR20260000000042,order_0100072,,netbanking,,,,
pay_000044,payment,0,162658,164600,INR,1646,296,False,True,2026-07-27,2026-09-03,setl_000042,,default,Payment for Vertex Components,pay_000044,UTR20260000000043,order_0100045,,upi,,,,
pay_000070,payment,0,201236,206100,INR,4122,742,False,True,2026-08-20,2026-09-03,setl_000042,,default,Payment for Metro Office Systems,pay_000070,UTR20260000000043,order_0100071,,card,RuPay,SBIN,debit,
pay_000224,payment,0,80844,82798,INR,1656,298,False,True,2026-08-04,2026-09-03,setl_000042,,default,Payment for SilverOak Education,pay_000224,UTR20260000000043,order_0100225,,card,RuPay,SBIN,credit,
pay_000383,payment,0,154466,158200,INR,3164,570,False,True,2026-08-11,2026-09-03,setl_000042,,default,Payment for Brightline Logistics,pay_000383,UTR20260000000043,order_0100384,,card,RuPay,SBIN,credit,
pay_000498,payment,0,1782613,1825700,INR,36514,6573,False,True,2026-08-14,2026-09-03,setl_000042,,default,Payment for Kaveri Textiles,pay_000498,UTR20260000000043,order_0100499,,card,Visa,ICIC,debit,
pay_000009,payment,0,137965,141300,INR,2826,509,False,True,2026-07-21,2026-09-03,setl_000042,,default,Payment for UrbanNest Interiors,pay_000009,UTR20260000000043,order_0100010,,netbanking,,,,
pay_000472,payment,0,67567,69200,INR,1384,249,False,True,2026-09-01,2026-09-03,setl_000042,,default,Payment for Vertex Components,pay_000472,UTR20260000000043,order_0100473,,card,MasterCard,AXIS,debit,
pay_000006,payment,0,30952,31700,INR,634,114,False,True,2026-07-16,2026-10-11,setl_000043,,default,Payment for UrbanNest Interiors,pay_000006,UTR20260000000044,order_0100007,,card,Visa,ICIC,credit,
pay_000069,payment,0,2128583,2154000,INR,21540,3877,False,True,2026-08-24,2026-10-11,setl_000043,,default,Payment for Sunrise Health,pay_000069,UTR20260000000044,order_0100070,,upi,,,,
pay_000065,payment,0,23141,23700,INR,474,85,False,True,2026-08-14,2026-10-11,setl_000043,,default,Payment for UrbanNest Interiors,pay_000065,UTR20260000000044,order_0100066,,netbanking,,,,
pay_000148,payment,0,2216526,2270100,INR,45402,8172,False,True,2026-08-09,2026-10-11,setl_000043,,default,Payment for Metro Office Systems,pay_000148,UTR20260000000044,order_0100149,,card,MasterCard,AXIS,credit,
pay_000079,payment,0,201627,206500,INR,4130,743,False,True,2026-10-10,2026-10-11,setl_000043,,default,Payment for Nova Technologies,pay_000079,UTR20260000000044,order_0100080,,card,Visa,ICIC,credit,
pay_000214,payment,0,236710,242432,INR,4849,873,False,True,2026-07-09,2026-10-11,setl_000043,,default,Payment for Sunrise Health,pay_000214,UTR20260000000044,order_0100215,,netbanking,,,,
pay_000185,payment,0,121845,123300,INR,1233,222,False,True,2026-09-12,2026-10-11,setl_000043,,default,Payment for Northstar Foods,pay_000185,UTR20260000000044,order_0100186,,upi,,,,
pay_000403,payment,0,45224,46317,INR,926,167,False,True,2026-08-05,2026-09-20,setl_000044,,default,Payment for Vijay Traders,pay_000403,UTR20260000000045,order_0100404,,card,Visa,AXIS,debit,
pay_000377,payment,0,111864,113200,INR,1132,204,False,True,2026-07-18,2026-09-20,setl_000044,,default,Payment for Orion Manufacturing,pay_000377,UTR20260000000045,order_0100378,,upi,,,,
pay_000097,payment,0,279055,285800,INR,5716,1029,False,True,2026-09-02,2026-09-20,setl_000044,,default,Payment for Brightline Logistics,pay_000097,UTR20260000000045,order_0100098,,card,RuPay,SBIN,credit,
pay_000470,payment,0,683285,699800,INR,13996,2519,False,True,2026-08-20,2026-09-20,setl_000044,,default,Payment for UrbanNest Interiors,pay_000470,UTR20260000000045,order_0100471,,netbanking,,,,
pay_000440,payment,0,207424,212438,INR,4249,765,False,True,2026-09-18,2026-09-20,setl_000044,,default,Payment for GreenLeaf Distributors,pay_000440,UTR20260000000045,order_0100441,,card,Visa,ICIC,credit,
pay_000390,payment,0,993585,1017600,INR,20352,3663,False,True,2026-09-18,2026-09-20,setl_000044,,default,Payment for UrbanNest Interiors,pay_000390,UTR20260000000045,order_0100391,,netbanking,,,,
pay_000109,payment,0,419590,424600,INR,4246,764,False,True,2026-07-23,2026-09-20,setl_000044,,default,Payment for SilverOak Education,pay_000109,UTR20260000000045,order_0100110,,upi,,,,
pay_000280,payment,0,26813,27133,INR,271,49,False,True,2026-08-15,2026-09-08,setl_000045,,default,Payment for GreenLeaf Distributors,pay_000280,UTR20260000000046,order_0100281,,upi,,,,
pay_000338,payment,0,1362664,1395600,INR,27912,5024,False,True,2026-08-27,2026-09-08,setl_000045,,default,Payment for Apex Digital Services,pay_000338,UTR20260000000046,order_0100339,,netbanking,,,,
pay_000313,payment,0,19821,20300,INR,406,73,False,True,2026-08-08,2026-09-08,setl_000045,,default,Payment for Vertex Components,pay_000313,UTR20260000000046,order_0100314,,card,MasterCard,HDFC,credit,
pay_000372,payment,0,86607,88700,INR,1774,319,False,True,2026-08-16,2026-09-08,setl_000045,,default,Payment for SilverOak Education,pay_000372,UTR20260000000046,order_0100373,,netbanking,,,,
pay_000196,payment,0,78917,80824,INR,1616,291,False,True,2026-08-27,2026-09-08,setl_000045,,default,Payment for UrbanNest Interiors,pay_000196,UTR20260000000046,order_0100197,,card,MasterCard,AXIS,credit,
pay_000342,payment,0,20357,20600,INR,206,37,False,True,2026-09-06,2026-09-08,setl_000045,,default,Payment for Metro Office Systems,pay_000342,UTR20260000000046,order_0100343,,upi,,,,
pay_000202,payment,0,217614,222873,INR,4457,802,False,True,2026-07-20,2026-09-08,setl_000045,,default,Payment for SilverOak Education,pay_000202,UTR20260000000046,order_0100203,,card,Visa,HDFC,credit,
pay_000398,payment,0,972494,996000,INR,19920,3586,False,True,2026-09-07,2026-09-09,setl_000046,,default,Payment for Nova Technologies,pay_000398,UTR20260000000047,order_0100399,,card,MasterCard,HDFC,credit,
pay_000222,payment,0,740697,758600,INR,15172,2731,False,True,2026-09-01,2026-09-09,setl_000046,,default,Payment for GreenLeaf Distributors,pay_000222,UTR20260000000047,order_0100223,,netbanking,,,,
pay_000391,payment,0,34192,34600,INR,346,62,False,True,2026-07-18,2026-09-09,setl_000046,,default,Payment for Orion Manufacturing,pay_000391,UTR20260000000047,order_0100392,,upi,,,,
pay_000442,payment,0,32416,33200,INR,664,120,False,True,2026-07-07,2026-09-09,setl_000046,,default,Payment for Nova Technologies,pay_000442,UTR20260000000047,order_0100443,,card,Visa,HDFC,credit,
pay_000433,payment,0,40121,40600,INR,406,73,False,True,2026-08-30,2026-09-09,setl_000046,,default,Payment for Northstar Foods,pay_000433,UTR20260000000047,order_0100434,,upi,,,,
pay_000057,payment,0,484665,496380,INR,9928,1787,False,True,2026-08-16,2026-09-09,setl_000046,,default,Payment for Orion Manufacturing,pay_000057,UTR20260000000047,order_0100058,,netbanking,,,,
pay_000184,payment,0,33295,34100,INR,682,123,False,True,2026-09-08,2026-09-09,setl_000046,,default,Payment for Northstar Foods,pay_000184,UTR20260000000047,order_0100185,,card,RuPay,SBIN,credit,
pay_000287,payment,0,144898,148400,INR,2968,534,False,True,2026-08-22,2026-10-10,setl_000047,,default,Payment for GreenLeaf Distributors,pay_000287,UTR20260000000048,order_0100288,,card,RuPay,SBIN,debit,
pay_000355,payment,0,2430280,2459300,INR,24593,4427,False,True,2026-10-08,2026-10-10,setl_000047,,default,Payment for Nova Technologies,pay_000355,UTR20260000000048,order_0100356,,upi,,,,
pay_000505,payment,0,10125,10245,INR,102,18,False,True,2026-08-14,2026-10-10,setl_000047,,default,Payment for Vijay Traders,pay_000505,UTR20260000000048,order_0100506,,upi,,,,
pay_000282,payment,0,164535,166500,INR,1665,300,False,True,2026-08-10,2026-10-10,setl_000047,,default,Payment for Sunrise Health,pay_000282,UTR20260000000048,order_0100283,,upi,,,,
pay_000190,payment,0,28065,28400,INR,284,51,False,True,2026-09-10,2026-10-10,setl_000047,,default,Payment for Vertex Components,pay_000190,UTR20260000000048,order_0100191,,upi,,,,
pay_000500,payment,0,450034,460911,INR,9218,1659,False,True,2026-08-20,2026-10-10,setl_000047,,default,Payment for Apex Digital Services,pay_000500,UTR20260000000048,order_0100501,,netbanking,,,,
pay_000151,payment,0,49904,50500,INR,505,91,False,True,2026-08-06,2026-10-10,setl_000047,,default,Payment for GreenLeaf Distributors,pay_000151,UTR20260000000048,order_0100152,,upi,,,,
pay_000428,payment,0,122242,123702,INR,1237,223,False,True,2026-08-14,2026-09-17,setl_000048,,default,Payment for Northstar Foods,pay_000428,UTR20260000000049,order_0100429,,upi,,,,
pay_000207,payment,0,469844,481200,INR,9624,1732,False,True,2026-08-05,2026-09-17,setl_000048,,default,Payment for Northstar Foods,pay_000207,UTR20260000000049,order_0100208,,card,Visa,HDFC,credit,
pay_000262,payment,0,848963,859100,INR,8591,1546,False,True,2026-08-05,2026-09-17,setl_000048,,default,Payment for BluePeak Consulting,pay_000262,UTR20260000000049,order_0100263,,upi,,,,
pay_000314,payment,0,48429,49600,INR,992,179,False,True,2026-08-24,2026-09-17,setl_000048,,default,Payment for Kaveri Textiles,pay_000314,UTR20260000000049,order_0100315,,card,RuPay,AXIS,debit,
pay_000005,payment,0,136305,139600,INR,2792,503,False,True,2026-08-02,2026-09-17,setl_000048,,default,Payment for UrbanNest Interiors,pay_000005,UTR20260000000049,order_0100006,,card,RuPay,ICIC,debit,
pay_000299,payment,0,51749,53000,INR,1060,191,False,True,2026-09-01,2026-09-17,setl_000048,,default,Payment for BluePeak Consulting,pay_000299,UTR20260000000049,order_0100300,,card,RuPay,HDFC,credit,
pay_000046,payment,0,1348893,1365000,INR,13650,2457,False,True,2026-09-15,2026-09-17,setl_000048,,default,Payment for Vijay Traders,pay_000046,UTR20260000000049,order_0100047,,upi,,,,
pay_000177,payment,0,262762,265900,INR,2659,479,False,True,2026-08-26,2026-09-16,setl_000049,,default,Payment for Apex Digital Services,pay_000177,UTR20260000000050,order_0100178,,upi,,,,
pay_000396,payment,0,57412,58800,INR,1176,212,False,True,2026-07-19,2026-09-16,setl_000049,,default,Payment for UrbanNest Interiors,pay_000396,UTR20260000000050,order_0100397,,card,RuPay,ICIC,debit,
pay_000156,payment,0,33979,34800,INR,696,125,False,True,2026-08-28,2026-09-16,setl_000049,,default,Payment for Vijay Traders,pay_000156,UTR20260000000050,order_0100157,,card,Visa,SBIN,credit,
pay_000292,payment,0,16227,16619,INR,332,60,False,True,2026-09-13,2026-09-16,setl_000049,,default,Payment for Apex Digital Services,pay_000292,UTR20260000000050,order_0100293,,netbanking,,,,
pay_000154,payment,0,103889,106400,INR,2128,383,False,True,2026-09-07,2026-09-16,setl_000049,,default,Payment for UrbanNest Interiors,pay_000154,UTR20260000000050,order_0100155,,netbanking,,,,
pay_000163,payment,0,121562,124500,INR,2490,448,False,True,2026-08-20,2026-09-16,setl_000049,,default,Payment for Brightline Logistics,pay_000163,UTR20260000000050,order_0100164,,netbanking,,,,
pay_000106,payment,0,372497,381500,INR,7630,1373,False,True,2026-08-30,2026-09-16,setl_000049,,default,Payment for Vijay Traders,pay_000106,UTR20260000000050,order_0100107,,netbanking,,,,
pay_000101,payment,0,1791607,1813000,INR,18130,3263,False,True,2026-10-10,2026-10-12,setl_000050,,default,Payment for BluePeak Consulting,pay_000101,UTR20260000000051,order_0100102,,upi,,,,
pay_000492,payment,0,100960,103400,INR,2068,372,False,True,2026-08-18,2026-10-12,setl_000050,,default,Payment for Nova Technologies,pay_000492,UTR20260000000051,order_0100493,,card,Visa,SBIN,debit,
pay_000296,payment,0,2146667,2172300,INR,21723,3910,False,True,2026-07-17,2026-10-12,setl_000050,,default,Payment for Sunrise Health,pay_000296,UTR20260000000051,order_0100297,,upi,,,,
pay_000515,payment,0,104475,107000,INR,2140,385,False,True,2026-08-22,2026-10-12,setl_000050,,default,Payment for Kaveri Textiles,pay_000515,UTR20260000000051,order_0100516,,netbanking,,,,
pay_000200,payment,0,835251,855440,INR,17109,3080,False,True,2026-08-05,2026-10-12,setl_000050,,default,Payment for Apex Digital Services,pay_000200,UTR20260000000051,order_0100201,,netbanking,,,,
pay_000150,payment,0,34488,34900,INR,349,63,False,True,2026-08-04,2026-10-12,setl_000050,,default,Payment for SilverOak Education,pay_000150,UTR20260000000051,order_0100151,,upi,,,,
pay_000414,payment,0,9520,9750,INR,195,35,False,True,2026-07-13,2026-10-12,setl_000050,,default,Payment for UrbanNest Interiors,pay_000414,UTR20260000000051,order_0100415,,netbanking,,,,
pay_000232,payment,0,153199,155028,INR,1550,279,False,True,2026-08-13,2026-08-30,setl_000051,,default,Payment for Brightline Logistics,pay_000232,UTR20260000000052,order_0100233,,upi,,,,
pay_000077,payment,0,34751,35166,INR,352,63,False,True,2026-08-20,2026-08-30,setl_000051,,default,Payment for BluePeak Consulting,pay_000077,UTR20260000000052,order_0100078,,upi,,,,
pay_000362,payment,0,85533,87600,INR,1752,315,False,True,2026-08-22,2026-08-30,setl_000051,,default,Payment for GreenLeaf Distributors,pay_000362,UTR20260000000052,order_0100363,,netbanking,,,,
pay_000076,payment,0,24150,24734,INR,495,89,False,True,2026-08-10,2026-08-30,setl_000051,,default,Payment for BluePeak Consulting,pay_000076,UTR20260000000052,order_0100077,,netbanking,,,,
pay_000001,payment,0,24410,25000,INR,500,90,False,True,2026-07-13,2026-08-30,setl_000051,,default,Payment for Kaveri Textiles,pay_000001,UTR20260000000052,order_0100002,,netbanking,,,,
pay_000326,payment,0,2034134,2083300,INR,41666,7500,False,True,2026-08-28,2026-08-30,setl_000051,,default,Payment for Acme Retail Pvt Ltd,pay_000326,UTR20260000000052,order_0100327,,netbanking,,,,
pay_000298,payment,0,961631,984875,INR,19698,3546,False,True,2026-08-09,2026-08-30,setl_000051,,default,Payment for Sunrise Health,pay_000298,UTR20260000000052,order_0100299,,netbanking,,,,
pay_000072,payment,0,46574,47700,INR,954,172,False,True,2026-09-04,2026-09-10,setl_000052,,default,Payment for GreenLeaf Distributors,pay_000072,UTR20260000000053,order_0100073,,card,RuPay,AXIS,credit,
pay_000112,payment,0,1048654,1074000,INR,21480,3866,False,True,2026-09-07,2026-09-10,setl_000052,,default,Payment for Kaveri Textiles,pay_000112,UTR20260000000053,order_0100113,,card,MasterCard,AXIS,credit,
pay_000047,payment,0,19821,20300,INR,406,73,False,True,2026-09-09,2026-09-10,setl_000052,,default,Payment for Vertex Components,pay_000047,UTR20260000000053,order_0100048,,card,Visa,ICIC,debit,
pay_000032,payment,0,10441,10694,INR,214,39,False,True,2026-08-18,2026-09-10,setl_000052,,default,Payment for SilverOak Education,pay_000032,UTR20260000000053,order_0100033,,card,MasterCard,HDFC,credit,
pay_000339,payment,0,2362595,2419700,INR,48394,8711,False,True,2026-08-06,2026-09-10,setl_000052,,default,Payment for GreenLeaf Distributors,pay_000339,UTR20260000000053,order_0100340,,netbanking,,,,
pay_000331,payment,0,18942,19400,INR,388,70,False,True,2026-08-30,2026-09-10,setl_000052,,default,Payment for Orion Manufacturing,pay_000331,UTR20260000000053,order_0100332,,card,MasterCard,ICIC,debit,
pay_000254,payment,0,64247,65800,INR,1316,237,False,True,2026-07-03,2026-09-10,setl_000052,,default,Payment for Sunrise Health,pay_000254,UTR20260000000053,order_0100255,,card,Visa,AXIS,credit,
pay_000168,payment,0,71863,73600,INR,1472,265,False,True,2026-09-15,2026-09-20,setl_000053,,default,Payment for Nova Technologies,pay_000168,UTR20260000000054,order_0100169,,netbanking,,,,
pay_000195,payment,0,57119,58500,INR,1170,211,False,True,2026-08-05,2026-09-20,setl_000053,,default,Payment for Orion Manufacturing,pay_000195,UTR20260000000054,order_0100196,,card,MasterCard,SBIN,debit,
pay_000380,payment,0,56534,57900,INR,1158,208,False,True,2026-07-16,2026-09-20,setl_000053,,default,Payment for SilverOak Education,pay_000380,UTR20260000000054,order_0100381,,card,MasterCard,AXIS,debit,
pay_000465,payment,0,33491,34300,INR,686,123,False,True,2026-08-06,2026-09-20,setl_000053,,default,Payment for Acme Retail Pvt Ltd,pay_000465,UTR20260000000054,order_0100466,,card,MasterCard,SBIN,credit,
pay_000056,payment,0,21969,22500,INR,450,81,False,True,2026-09-17,2026-09-20,setl_000053,,default,Payment for Northstar Foods,pay_000056,UTR20260000000054,order_0100057,,netbanking,,,,
pay_000307,payment,0,68934,70600,INR,1412,254,False,True,2026-08-02,2026-09-20,setl_000053,,default,Payment for BluePeak Consulting,pay_000307,UTR20260000000054,order_0100308,,card,Visa,HDFC,debit,
pay_000036,payment,0,468184,479500,INR,9590,1726,False,True,2026-08-07,2026-09-20,setl_000053,,default,Payment for Nova Technologies,pay_000036,UTR20260000000054,order_0100037,,netbanking,,,,
pay_000425,payment,0,149877,153500,INR,3070,553,False,True,2026-07-13,2026-09-11,setl_000054,,default,Payment for Apex Digital Services,pay_000425,UTR20260000000055,order_0100426,,netbanking,,,,
pay_000158,payment,0,207583,212600,INR,4252,765,False,True,2026-07-22,2026-09-11,setl_000054,,default,Payment for Northstar Foods,pay_000158,UTR20260000000055,order_0100159,,netbanking,,,,
pay_000091,payment,0,26199,26833,INR,537,97,False,True,2026-08-11,2026-09-11,setl_000054,,default,Payment for Kaveri Textiles,pay_000091,UTR20260000000055,order_0100092,,card,Visa,HDFC,credit,
pay_000228,payment,0,26558,27200,INR,544,98,False,True,2026-07-29,2026-09-11,setl_000054,,default,Payment for Northstar Foods,pay_000228,UTR20260000000055,order_0100229,,card,MasterCard,HDFC,credit,
pay_000468,payment,0,11189,11459,INR,229,41,False,True,2026-09-09,2026-09-11,setl_000054,,default,Payment for Vijay Traders,pay_000468,UTR20260000000055,order_0100469,,card,MasterCard,SBIN,credit,
pay_000424,payment,0,926339,937400,INR,9374,1687,False,True,2026-08-10,2026-09-11,setl_000054,,default,Payment for GreenLeaf Distributors,pay_000424,UTR20260000000055,order_0100425,,upi,,,,
pay_000420,payment,0,87583,89700,INR,1794,323,False,True,2026-08-17,2026-09-11,setl_000054,,default,Payment for Vijay Traders,pay_000420,UTR20260000000055,order_0100421,,card,RuPay,HDFC,credit,
pay_000238,payment,0,70984,72700,INR,1454,262,False,True,2026-07-31,2026-09-07,setl_000055,,default,Payment for Metro Office Systems,pay_000238,UTR20260000000056,order_0100239,,card,Visa,SBIN,debit,
pay_000499,payment,0,749571,767689,INR,15354,2764,False,True,2026-08-31,2026-09-07,setl_000055,,default,Payment for Apex Digital Services,pay_000499,UTR20260000000056,order_0100500,,netbanking,,,,
pay_000497,payment,0,59885,60600,INR,606,109,False,True,2026-08-04,2026-09-07,setl_000055,,default,Payment for UrbanNest Interiors,pay_000497,UTR20260000000056,order_0100498,,upi,,,,
pay_000059,payment,0,39056,40000,INR,800,144,False,True,2026-07-27,2026-09-07,setl_000055,,default,Payment for Vijay Traders,pay_000059,UTR20260000000056,order_0100060,,card,RuPay,SBIN,credit,
pay_000443,payment,0,32124,32900,INR,658,118,False,True,2026-09-04,2026-09-07,setl_000055,,default,Payment for Sunrise Health,pay_000443,UTR20260000000056,order_0100444,,card,Visa,AXIS,credit,
pay_000294,payment,0,99253,100438,INR,1004,181,False,True,2026-07-14,2026-09-07,setl_000055,,default,Payment for Northstar Foods,pay_000294,UTR20260000000056,order_0100295,,upi,,,,
pay_000365,payment,0,22652,23200,INR,464,84,False,True,2026-07-15,2026-09-07,setl_000055,,default,Payment for Orion Manufacturing,pay_000365,UTR20260000000056,order_0100366,,card,MasterCard,SBIN,debit,
pay_000379,payment,0,70594,72300,INR,1446,260,False,True,2026-09-03,2026-09-19,setl_000056,,default,Payment for Apex Digital Services,pay_000379,UTR20260000000057,order_0100380,,netbanking,,,,
pay_000040,payment,0,1240711,1270700,INR,25414,4575,False,True,2026-07-07,2026-09-19,setl_000056,,default,Payment for Metro Office Systems,pay_000040,UTR20260000000057,order_0100041,,netbanking,,,,
pay_000343,payment,0,18084,18300,INR,183,33,False,True,2026-08-22,2026-09-19,setl_000056,,default,Payment for UrbanNest Interiors,pay_000343,UTR20260000000057,order_0100344,,upi,,,,
pay_000340,payment,0,981575,1005300,INR,20106,3619,False,True,2026-07-25,2026-09-19,setl_000056,,default,Payment for Apex Digital Services,pay_000340,UTR20260000000057,order_0100341,,netbanking,,,,
pay_000089,payment,0,427858,438200,INR,8764,1578,False,True,2026-09-16,2026-09-19,setl_000056,,default,Payment for Vertex Components,pay_000089,UTR20260000000057,order_0100090,,card,RuPay,ICIC,debit,
pay_000121,payment,0,32514,33300,INR,666,120,False,True,2026-08-13,2026-09-19,setl_000056,,default,Payment for Nova Technologies,pay_000121,UTR20260000000057,order_0100122,,card,MasterCard,ICIC,debit,
pay_000399,payment,0,19962,20200,INR,202,36,False,True,2026-09-09,2026-09-19,setl_000056,,default,Payment for Sunrise Health,pay_000399,UTR20260000000057,order_0100400,,upi,,,,
pay_000279,payment,0,8643,8852,INR,177,32,False,True,2026-09-22,2026-09-23,setl_000057,,default,Payment for SilverOak Education,pay_000279,UTR20260000000058,order_0100280,,netbanking,,,,
pay_000519,payment,0,175010,177100,INR,1771,319,False,True,2026-08-16,2026-09-23,setl_000057,,default,Payment for GreenLeaf Distributors,pay_000519,UTR20260000000058,order_0100520,,upi,,,,
pay_000475,payment,0,176067,180322,INR,3606,649,False,True,2026-08-30,2026-09-23,setl_000057,,default,Payment for Brightline Logistics,pay_000475,UTR20260000000058,order_0100476,,card,MasterCard,ICIC,credit,
pay_000223,payment,0,48724,49902,INR,998,180,False,True,2026-07-23,2026-09-23,setl_000057,,default,Payment for SilverOak Education,pay_000223,UTR20260000000058,order_0100224,,card,MasterCard,SBIN,debit,
pay_000221,payment,0,1098977,1112100,INR,11121,2002,False,True,2026-09-19,2026-09-23,setl_000057,,default,Payment for Orion Manufacturing,pay_000221,UTR20260000000058,order_0100222,,upi,,,,
pay_000471,payment,0,191863,196500,INR,3930,707,False,True,2026-08-31,2026-09-23,setl_000057,,default,Payment for Orion Manufacturing,pay_000471,UTR20260000000058,order_0100472,,netbanking,,,,
pay_000356,payment,0,31524,31900,INR,319,57,False,True,2026-08-09,2026-09-23,setl_000057,,default,Payment for Metro Office Systems,pay_000356,UTR20260000000058,order_0100357,,upi,,,,
pay_000107,payment,0,27787,28458,INR,569,102,False,True,2026-08-15,2026-08-17,setl_000058,,default,Payment for Kaveri Textiles,pay_000107,UTR20260000000059,order_0100108,,netbanking,,,,
pay_000175,payment,0,383619,388200,INR,3882,699,False,True,2026-08-08,2026-08-17,setl_000058,,default,Payment for Orion Manufacturing,pay_000175,UTR20260000000059,order_0100176,,upi,,,,
pay_000446,payment,0,551959,565300,INR,11306,2035,False,True,2026-07-25,2026-08-17,setl_000058,,default,Payment for Acme Retail Pvt Ltd,pay_000446,UTR20260000000059,order_0100447,,netbanking,,,,
pay_000506,payment,0,17043,17455,INR,349,63,False,True,2026-08-13,2026-08-17,setl_000058,,default,Payment for Vijay Traders,pay_000506,UTR20260000000059,order_0100507,,netbanking,,,,
pay_000247,payment,0,27632,28300,INR,566,102,False,True,2026-08-16,2026-08-17,setl_000058,,default,Payment for BluePeak Consulting,pay_000247,UTR20260000000059,order_0100248,,card,MasterCard,HDFC,debit,
pay_000082,payment,0,892039,913600,INR,18272,3289,False,True,2026-07-30,2026-08-17,setl_000058,,default,Payment for Vijay Traders,pay_000082,UTR20260000000059,order_0100083,,card,MasterCard,HDFC,debit,
pay_000531,payment,0,32215,32600,INR,326,59,False,True,2026-07-16,2026-08-17,setl_000058,,default,Payment for SilverOak Education,pay_000531,UTR20260000000059,order_0100532,,upi,,,,
pay_000125,payment,0,20258,20500,INR,205,37,False,True,2026-08-25,2026-10-02,setl_000059,,default,Payment for Nova Technologies,pay_000125,UTR20260000000060,order_0100126,,upi,,,,
pay_000318,payment,0,230191,235755,INR,4715,849,False,True,2026-09-29,2026-10-02,setl_000059,,default,Payment for Metro Office Systems,pay_000318,UTR20260000000060,order_0100319,,card,Visa,ICIC,credit,
pay_000123,payment,0,67957,69600,INR,1392,251,False,True,2026-09-10,2026-10-02,setl_000059,,default,Payment for BluePeak Consulting,pay_000123,UTR20260000000060,order_0100124,,netbanking,,,,
pay_000526,payment,0,213649,216200,INR,2162,389,False,True,2026-08-21,2026-10-02,setl_000059,,default,Payment for UrbanNest Interiors,pay_000526,UTR20260000000060,order_0100527,,upi,,,,
pay_000303,payment,0,2230098,2284000,INR,45680,8222,False,True,2026-07-17,2026-10-02,setl_000059,,default,Payment for UrbanNest Interiors,pay_000303,UTR20260000000060,order_0100304,,card,RuPay,HDFC,credit,
pay_000206,payment,0,58779,60200,INR,1204,217,False,True,2026-07-16,2026-10-02,setl_000059,,default,Payment for Vertex Components,pay_000206,UTR20260000000060,order_0100207,,netbanking,,,,
pay_000436,payment,0,466430,472000,INR,4720,850,False,True,2026-08-19,2026-10-02,setl_000059,,default,Payment for Kaveri Textiles,pay_000436,UTR20260000000060,order_0100437,,upi,,,,
pay_000273,payment,0,818526,828300,INR,8283,1491,False,True,2026-09-21,2026-10-05,setl_000060,,default,Payment for Kaveri Textiles,pay_000273,UTR20260000000061,order_0100274,,upi,,,,
pay_000155,payment,0,19369,19600,INR,196,35,False,True,2026-08-01,2026-10-05,setl_000060,,default,Payment for Brightline Logistics,pay_000155,UTR20260000000061,order_0100156,,upi,,,,
pay_000406,payment,0,2091254,2141800,INR,42836,7710,False,True,2026-08-30,2026-10-05,setl_000060,,default,Payment for Acme Retail Pvt Ltd,pay_000406,UTR20260000000061,order_0100407,,netbanking,,,,
pay_000037,payment,0,13288,13446,INR,134,24,False,True,2026-10-03,2026-10-05,setl_000060,,default,Payment for Brightline Logistics,pay_000037,UTR20260000000061,order_0100038,,upi,,,,
pay_000333,payment,0,268258,271462,INR,2715,489,False,True,2026-09-17,2026-10-05,setl_000060,,default,Payment for Vertex Components,pay_000333,UTR20260000000061,order_0100334,,upi,,,,
pay_000285,payment,0,196842,201600,INR,4032,726,False,True,2026-07-15,2026-10-05,setl_000060,,default,Payment for Nova Technologies,pay_000285,UTR20260000000061,order_0100286,,netbanking,,,,
pay_000445,payment,0,172920,177100,INR,3542,638,False,True,2026-08-30,2026-10-05,setl_000060,,default,Payment for GreenLeaf Distributors,pay_000445,UTR20260000000061,order_0100446,,netbanking,,,,
